"subject_id","wave","fcOrder","group","item","forecast","bscore","bscore_standardized","bscore_standardized_to_reg"
"RK3vEJLww3uOQxINBsw3",7,"fcBA","reg","G2063",80,0.08,-0.133760781034192,NA
"fkOJ1NbnRk71F9aGqXWl",7,"fcCB","reg","C1039",83,0.0578,-1.44076602622935,NA
"fkOJ1NbnRk71F9aGqXWl",7,"fcCB","reg","G2063",77,0.1058,-0.0298029669200443,NA
"fkOJ1NbnRk71F9aGqXWl",7,"fcCB","reg","C47",89,1.5842,2.16915994284872,NA
"fkOJ1NbnRk71F9aGqXWl",7,"fcCB","reg","M7949",30,0.18,-1.51719979160026,NA
"HFmXofKOwruJkX7ka6yA",7,"fcDC","reg","C47",65,0.845,0.663158216825086,NA
"HFmXofKOwruJkX7ka6yA",7,"fcDC","reg","M7949",80,1.28,0.427682955637259,NA
"HFmXofKOwruJkX7ka6yA",7,"fcDC","reg","G1920",44,0.6272,0.191940444422102,NA
"HFmXofKOwruJkX7ka6yA",7,"fcDC","reg","G2006",97,0.0018,-1.54371785866331,NA
"nSildUrpHNbPNfFS4sg6",7,"fcBA","reg","G1472",18,0.0648,-1.34920905550411,NA
"nSildUrpHNbPNfFS4sg6",7,"fcBA","reg","G1948",5,0.005,-0.903385078486529,NA
"nSildUrpHNbPNfFS4sg6",7,"fcBA","reg","C1039",30,0.98,-0.20444296695117,NA
"nSildUrpHNbPNfFS4sg6",7,"fcBA","reg","G2063",91,0.0162,-0.390834755471503,NA
"IMkDozWulx7wu0qVyjW2",7,"fcAE","reg","G1472",35,0.245,-0.963080429588964,NA
"IMkDozWulx7wu0qVyjW2",7,"fcAE","reg","G1948",4,0.0032,-0.906309607275588,NA
"IMkDozWulx7wu0qVyjW2",7,"fcAE","reg","G2404",50,0.5,-1.40118183732979,NA
"vNUhkysUUHxRDi1a5BQ7",7,"fcDC","reg","C47",36,0.2592,-0.53031555360869,NA
"vNUhkysUUHxRDi1a5BQ7",7,"fcDC","reg","M7949",25,0.125,-1.61444392896214,NA
"vNUhkysUUHxRDi1a5BQ7",7,"fcDC","reg","G1920",21,1.2482,1.44104410546232,NA
"vNUhkysUUHxRDi1a5BQ7",7,"fcDC","reg","G2006",73,0.1458,-1.25679427307414,NA
"YILV2dj89tBcFUlQazxE",7,"fcAE","reg","G1472",64,0.8192,0.267302794609024,NA
"YILV2dj89tBcFUlQazxE",7,"fcAE","reg","G1948",44,0.3872,-0.282410132276407,NA
"YILV2dj89tBcFUlQazxE",7,"fcAE","reg","G2404",69,0.9522,-0.497750906644702,NA
"SmNqE40fAraVNqTIAae2",7,"fcDC","reg","C47",74,1.0952,1.17290068415614,NA
"SmNqE40fAraVNqTIAae2",7,"fcDC","reg","M7949",70,0.98,-0.102739611791157,NA
"SmNqE40fAraVNqTIAae2",7,"fcDC","reg","G1920",70,0.18,-0.707575106652271,NA
"SmNqE40fAraVNqTIAae2",7,"fcDC","reg","G2006",31,0.9522,0.349977806225251,NA
"SwYoV379LawGLD0kqFcx",7,"fcBA","reg","G1472",55,0.605,-0.191680289025962,NA
"SwYoV379LawGLD0kqFcx",7,"fcBA","reg","G1948",59,0.6962,0.219633976511996,NA
"SwYoV379LawGLD0kqFcx",7,"fcBA","reg","C1039",43,0.6498,-0.647116870847999,NA
"SwYoV379LawGLD0kqFcx",7,"fcBA","reg","G2063",94,0.00720000000000001,-0.427099109232252,NA
"Ct5lgNC0MclPUuSFZvTp",7,"fcCB","reg","C1039",25,1.125,-0.0100525488256691,NA
"Ct5lgNC0MclPUuSFZvTp",7,"fcCB","reg","G2063",30,0.98,3.49267459504072,NA
"Ct5lgNC0MclPUuSFZvTp",7,"fcCB","reg","C47",20,0.08,-0.895406881129572,NA
"Ct5lgNC0MclPUuSFZvTp",7,"fcCB","reg","M7949",60,0.72,-0.562439170229116,NA
"QxndeQ6cTJXmLvcx0mSM",7,"fcAE","reg","G1472",24,0.1152,-1.24121303582529,NA
"QxndeQ6cTJXmLvcx0mSM",7,"fcAE","reg","G1948",62,0.7688,0.337589971004029,NA
"QxndeQ6cTJXmLvcx0mSM",7,"fcAE","reg","G2404",44,0.3872,-1.62654010575367,NA
"TdV5vQ3OshqNfOa56axT",7,"fcCB","reg","C1039",5,1.805,0.901571481004265,NA
"TdV5vQ3OshqNfOa56axT",7,"fcCB","reg","G2063",60,0.32,0.833288652585786,NA
"TdV5vQ3OshqNfOa56axT",7,"fcCB","reg","C47",5,0.005,-1.04820738092905,NA
"TdV5vQ3OshqNfOa56axT",7,"fcCB","reg","M7949",75,1.125,0.153631295799244,NA
"JrN194r0y34cNefXSrUy",7,"fcED","reg","G2404",89,1.5842,0.764894710765684,NA
"JrN194r0y34cNefXSrUy",7,"fcED","reg","G1920",100,0,-1.06963413883784,NA
"JrN194r0y34cNefXSrUy",7,"fcED","reg","G2006",32,0.9248,0.295382623967311,NA
"gxEhnJWw4xLuKjlQx2Ys",7,"fcED","reg","G2404",97,1.8818,1.35945695086273,NA
"gxEhnJWw4xLuKjlQx2Ys",7,"fcED","reg","G1920",100,0,-1.06963413883784,NA
"gxEhnJWw4xLuKjlQx2Ys",7,"fcED","reg","G2006",96,0.00320000000000001,-1.54092832380342,NA
"NDVCwpxotUAkjHRC5xdE",7,"fcED","reg","G2404",95,1.805,1.20602153406349,NA
"NDVCwpxotUAkjHRC5xdE",7,"fcED","reg","G1920",60,0.32,-0.425973637174605,NA
"NDVCwpxotUAkjHRC5xdE",7,"fcED","reg","G2006",50,0.5,-0.551041953520759,NA
"QisfbJl6cd0gMIAesKuP",7,"fcBA","reg","G1472",50,0.5,-0.416671996690171,NA
"QisfbJl6cd0gMIAesKuP",7,"fcBA","reg","G1948",50,0.5,-0.0991396614953979,NA
"QisfbJl6cd0gMIAesKuP",7,"fcBA","reg","C1039",0,2,1.16299307779373,NA
"QisfbJl6cd0gMIAesKuP",7,"fcBA","reg","G2063",95,0.00500000000000001,-0.435963729040435,NA
"5lwLca1YoqMii4EVdusQ",7,"fcDC","reg","C47",3,0.0018,-1.05472686892049,NA
"5lwLca1YoqMii4EVdusQ",7,"fcDC","reg","M7949",100,2,1.70069711746546,NA
"5lwLca1YoqMii4EVdusQ",7,"fcDC","reg","G1920",80,0.08,-0.908719013422032,NA
"5lwLca1YoqMii4EVdusQ",7,"fcDC","reg","G2006",9,1.6562,1.75271533577234,NA
"bRtADGpq7hsZ7dqIDhah",7,"fcDC","reg","C47",85,1.445,1.8855622152209,NA
"bRtADGpq7hsZ7dqIDhah",7,"fcDC","reg","M7949",100,2,1.70069711746546,NA
"bRtADGpq7hsZ7dqIDhah",7,"fcDC","reg","G1920",95,0.00500000000000001,-1.05957694349935,NA
"bRtADGpq7hsZ7dqIDhah",7,"fcDC","reg","G2006",78,0.0968,-1.35442799317045,NA
"gSZl9DZU0bcpGdNUzSVU",7,"fcBA","reg","G1472",41,0.3362,-0.767659060646337,NA
"gSZl9DZU0bcpGdNUzSVU",7,"fcBA","reg","G1948",22,0.0968,-0.754234110244537,NA
"gSZl9DZU0bcpGdNUzSVU",7,"fcBA","reg","C1039",18,1.3448,0.284616512581124,NA
"gSZl9DZU0bcpGdNUzSVU",7,"fcBA","reg","G2063",91,0.0162,-0.390834755471503,NA
"fkFoEo1gGQv4gTV9uSmY",7,"fcCB","reg","C1039",5,1.805,0.901571481004265,NA
"fkFoEo1gGQv4gTV9uSmY",7,"fcCB","reg","G2063",95,0.00500000000000001,-0.435963729040435,NA
"fkFoEo1gGQv4gTV9uSmY",7,"fcCB","reg","C47",30,0.18,-0.691672881396937,NA
"fkFoEo1gGQv4gTV9uSmY",7,"fcCB","reg","M7949",70,0.98,-0.102739611791157,NA
"F2DvteunZgYFdBB0EK9W",7,"fcAE","reg","G1472",45,0.405,-0.620235922672075,NA
"F2DvteunZgYFdBB0EK9W",7,"fcAE","reg","G1948",95,1.805,2.02114371057213,NA
"F2DvteunZgYFdBB0EK9W",7,"fcAE","reg","G2404",81,1.3122,0.221477609601721,NA
"850kEnydx9qWCA79ISjs",7,"fcAE","reg","G1472",70,0.98,0.611861524060498,NA
"850kEnydx9qWCA79ISjs",7,"fcAE","reg","G1948",5,0.005,-0.903385078486529,NA
"850kEnydx9qWCA79ISjs",7,"fcAE","reg","G2404",90,1.62,0.836417990992412,NA
"Y82iEp7f2Fq0NtgP6rUI",7,"fcED","reg","G2404",90,1.62,0.836417990992412,NA
"Y82iEp7f2Fq0NtgP6rUI",7,"fcED","reg","G1920",10,1.62,2.18889715083229,NA
"Y82iEp7f2Fq0NtgP6rUI",7,"fcED","reg","G2006",40,0.72,-0.112686475537295,NA
"2djLXKQxVrpFT6EMBVel",7,"fcBA","reg","G1472",35,0.245,-0.963080429588964,NA
"2djLXKQxVrpFT6EMBVel",7,"fcBA","reg","G1948",25,0.125,-0.708416492549285,NA
"2djLXKQxVrpFT6EMBVel",7,"fcBA","reg","C1039",10,1.62,0.653556119947592,NA
"2djLXKQxVrpFT6EMBVel",7,"fcBA","reg","G2063",90,0.02,-0.375523139439186,NA
"lvf066vjFToJgJanlr3H",7,"fcCB","sup","C1039",1,1.9602,1.50405654144296,1.10963625957721
"lvf066vjFToJgJanlr3H",7,"fcCB","sup","G2063",67,0.2178,1.5469678545997,0.421486768769278
"lvf066vjFToJgJanlr3H",7,"fcCB","sup","C47",26,0.1352,-0.759802732698514,-0.782945713277157
"lvf066vjFToJgJanlr3H",7,"fcCB","sup","M7949",36,0.2592,-1.48778142547178,-1.37716823379916
"P0EzPtCjGga796TdH5Dy",7,"fcAE","reg","G1472",50,0.5,-0.416671996690171,NA
"P0EzPtCjGga796TdH5Dy",7,"fcAE","reg","G1948",75,1.125,0.916321723594414,NA
"P0EzPtCjGga796TdH5Dy",7,"fcAE","reg","G2404",95,1.805,1.20602153406349,NA
"0gDNwt5z4VUntFijldez",7,"fcAE","reg","G1472",96,1.8432,2.46150763887712,NA
"0gDNwt5z4VUntFijldez",7,"fcAE","reg","G1948",10,0.02,-0.879014005244373,NA
"0gDNwt5z4VUntFijldez",7,"fcAE","reg","G2404",98,1.9208,1.43737337345609,NA
"kOdPwuboub15eEeAr6EV",7,"fcAE","reg","G1472",60,0.72,0.0547392003205521,NA
"kOdPwuboub15eEeAr6EV",7,"fcAE","reg","G1948",70,0.98,0.680734682253578,NA
"kOdPwuboub15eEeAr6EV",7,"fcAE","reg","G2404",95,1.805,1.20602153406349,NA
"fiH0siERVL8DFEsALoWe",7,"fcED","reg","G2404",85,1.445,0.486793017817067,NA
"fiH0siERVL8DFEsALoWe",7,"fcED","reg","G1920",5,1.805,2.56101337835635,NA
"fiH0siERVL8DFEsALoWe",7,"fcED","reg","G2006",30,0.98,0.405369998443162,NA
"MskJPTzjpASwSGntWf2Y",7,"fcED","reg","G2404",80,1.28,0.157146614537458,NA
"MskJPTzjpASwSGntWf2Y",7,"fcED","reg","G1920",50,0.5,-0.0639146049890349,NA
"MskJPTzjpASwSGntWf2Y",7,"fcED","reg","G2006",10,1.62,1.68058593439506,NA
"c4Vl8k5Mz917NgkI3qRH",7,"fcCB","reg","C1039",5,1.805,0.901571481004265,NA
"c4Vl8k5Mz917NgkI3qRH",7,"fcCB","reg","G2063",95,0.00500000000000001,-0.435963729040435,NA
"c4Vl8k5Mz917NgkI3qRH",7,"fcCB","reg","C47",55,0.605,0.174196617466762,NA
"c4Vl8k5Mz917NgkI3qRH",7,"fcCB","reg","M7949",92,1.6928,1.15754440841876,NA
"GPD6F9DZ5KZ649zqEkmE",7,"fcED","reg","G2404",95,1.805,1.20602153406349,NA
"GPD6F9DZ5KZ649zqEkmE",7,"fcED","reg","G1920",75,0.125,-0.818204255375639,NA
"GPD6F9DZ5KZ649zqEkmE",7,"fcED","reg","G2006",29,1.0082,0.461559200621042,NA
"GF9IyDN8pbWvTMVTucHY",7,"fcCB","reg","C1039",94,0.00720000000000001,-1.50860157903729,NA
"GF9IyDN8pbWvTMVTucHY",7,"fcCB","reg","G2063",68,0.2048,0.369104924448196,NA
"GF9IyDN8pbWvTMVTucHY",7,"fcCB","reg","C47",62,0.7688,0.507912909028818,NA
"GF9IyDN8pbWvTMVTucHY",7,"fcCB","reg","M7949",52,0.5408,-0.879278250506356,NA
"NfezsS2GPqZf3vUkvzDQ",7,"fcAE","reg","G1472",35,0.245,-0.963080429588964,NA
"NfezsS2GPqZf3vUkvzDQ",7,"fcAE","reg","G1948",45,0.405,-0.253489792029049,NA
"NfezsS2GPqZf3vUkvzDQ",7,"fcAE","reg","G2404",75,1.125,-0.152521218846419,NA
"qUSXrRXrb45EnRXm0CZK",7,"fcCB","reg","C1039",35,0.845,-0.385427149343877,NA
"qUSXrRXrb45EnRXm0CZK",7,"fcCB","reg","G2063",66,0.2312,0.475480362146394,NA
"qUSXrRXrb45EnRXm0CZK",7,"fcCB","reg","C47",33,0.2178,-0.614661429498001,NA
"qUSXrRXrb45EnRXm0CZK",7,"fcCB","reg","M7949",55,0.605,-0.765767821076675,NA
"9wTkbsbFsfFH5zqcCBuc",7,"fcED","reg","G2404",100,2,1.5956036470303,NA
"9wTkbsbFsfFH5zqcCBuc",7,"fcED","reg","G1920",9,1.6562,2.26171124508294,NA
"9wTkbsbFsfFH5zqcCBuc",7,"fcED","reg","G2006",75,0.125,-1.29823879099257,NA
"0i0wZSbTdy53z6Cni0Dl",7,"fcAE","reg","G1472",25,0.125,-1.22021380977663,NA
"0i0wZSbTdy53z6Cni0Dl",7,"fcAE","reg","G1948",100,2,2.33796766272015,NA
"0i0wZSbTdy53z6Cni0Dl",7,"fcAE","reg","G2404",71,1.0082,-0.385870915228591,NA
"TR7GhfPv29MllKQqXqSy",7,"fcAE","reg","G1472",75,1.125,0.922564358453929,NA
"TR7GhfPv29MllKQqXqSy",7,"fcAE","reg","G1948",40,0.32,-0.391592540401264,NA
"TR7GhfPv29MllKQqXqSy",7,"fcAE","reg","G2404",85,1.445,0.486793017817067,NA
"THM75FY0853siUB2wF5J",7,"fcCB","reg","C1039",84,0.0512,-1.449614141813,NA
"THM75FY0853siUB2wF5J",7,"fcCB","reg","G2063",70,0.18,0.269176482974132,NA
"THM75FY0853siUB2wF5J",7,"fcCB","reg","C47",37,0.2738,-0.500570389647725,NA
"THM75FY0853siUB2wF5J",7,"fcCB","reg","M7949",72,1.0368,-0.00231293902470992,NA
"Ayo5YHWlCQsHNV7XrQc7",7,"fcDC","reg","C47",47,0.4418,-0.158297270096898,NA
"Ayo5YHWlCQsHNV7XrQc7",7,"fcDC","reg","M7949",60,0.72,-0.562439170229116,NA
"Ayo5YHWlCQsHNV7XrQc7",7,"fcDC","reg","G1920",30,0.98,0.901576147505819,NA
"Ayo5YHWlCQsHNV7XrQc7",7,"fcDC","reg","G2006",45,0.605,-0.341826839028651,NA
"j0tx1EkGk3a6vtnrWWOw",7,"fcDC","sup","C47",58,0.6728,1.20920160135172,0.312328269285488
"j0tx1EkGk3a6vtnrWWOw",7,"fcDC","sup","M7949",73,1.0658,-0.0308686332981009,0.0489612424933701
"j0tx1EkGk3a6vtnrWWOw",7,"fcDC","sup","G1920",62,0.2888,-0.491598282497531,-0.488730536086771
"j0tx1EkGk3a6vtnrWWOw",7,"fcDC","sup","G2006",48,0.5408,-1.52820713768071,-0.469746937603825
"QLyEuiyGskZKXWMVQm4M",7,"fcBA","sup","G1472",49,0.4802,-0.289632022438122,-0.459099004421136
"QLyEuiyGskZKXWMVQm4M",7,"fcBA","sup","G1948",25,0.125,-0.885620126309882,-0.708416492549285
"QLyEuiyGskZKXWMVQm4M",7,"fcBA","sup","C1039",20,1.28,0.387520919701242,0.197744105032625
"QLyEuiyGskZKXWMVQm4M",7,"fcBA","sup","G2063",98,0.000800000000000001,-0.585493233242599,-0.452887094128784
"I39nu6yFKdVI2LWsWJc2",7,"fcDC","reg","C47",35,0.245,-0.559245781570724,NA
"I39nu6yFKdVI2LWsWJc2",7,"fcDC","reg","M7949",80,1.28,0.427682955637259,NA
"I39nu6yFKdVI2LWsWJc2",7,"fcDC","reg","G1920",70,0.18,-0.707575106652271,NA
"I39nu6yFKdVI2LWsWJc2",7,"fcDC","reg","G2006",50,0.5,-0.551041953520759,NA
"R6U0YqqdHfgqkWkuCagF",7,"fcED","reg","G2404",74,1.0952,-0.212057357135706,NA
"R6U0YqqdHfgqkWkuCagF",7,"fcED","reg","G1920",77,0.1058,-0.856823885475434,NA
"R6U0YqqdHfgqkWkuCagF",7,"fcED","reg","G2006",42,0.6728,-0.206733650813747,NA
"k8HzSNRx0Np432Lb94rS",7,"fcED","reg","G2404",86,1.4792,0.555119726860477,NA
"k8HzSNRx0Np432Lb94rS",7,"fcED","reg","G1920",34,0.8712,0.682731576940318,NA
"k8HzSNRx0Np432Lb94rS",7,"fcED","reg","G2006",40,0.72,-0.112686475537295,NA
"zdKF1SXibeBH26CpiufK",7,"fcED","reg","G2404",75,1.125,-0.152521218846419,NA
"zdKF1SXibeBH26CpiufK",7,"fcED","reg","G1920",60,0.32,-0.425973637174605,NA
"zdKF1SXibeBH26CpiufK",7,"fcED","reg","G2006",85,0.045,-1.45764078298656,NA
"VS5l6y8k6nRvLQg16gSw",7,"fcBA","reg","G1472",50,0.5,-0.416671996690171,NA
"VS5l6y8k6nRvLQg16gSw",7,"fcBA","reg","G1948",80,1.28,1.16815614709669,NA
"VS5l6y8k6nRvLQg16gSw",7,"fcBA","reg","C1039",25,1.125,-0.0100525488256691,NA
"VS5l6y8k6nRvLQg16gSw",7,"fcBA","reg","G2063",76,0.1152,0.00807313589673819,NA
"BQNfEfAvBdhpepuBqR8T",7,"fcBA","reg","G1472",100,2,2.79749525565567,NA
"BQNfEfAvBdhpepuBqR8T",7,"fcBA","reg","G1948",95,1.805,2.02114371057213,NA
"BQNfEfAvBdhpepuBqR8T",7,"fcBA","reg","C1039",5,1.805,0.901571481004265,NA
"BQNfEfAvBdhpepuBqR8T",7,"fcBA","reg","G2063",100,0,-0.456110592240851,NA
"SC2x1sOCmOGfCQ69ipBT",7,"fcCB","reg","C1039",10,1.62,0.653556119947592,NA
"SC2x1sOCmOGfCQ69ipBT",7,"fcCB","reg","G2063",85,0.045,-0.274788823437105,NA
"SC2x1sOCmOGfCQ69ipBT",7,"fcCB","reg","C47",34,0.2312,-0.587361073533828,NA
"SC2x1sOCmOGfCQ69ipBT",7,"fcCB","reg","M7949",40,0.32,-1.26966926013367,NA
"XDOPO1uoLt19UpVvxQMU",7,"fcBA","reg","G1472",65,0.845,0.322586471349372,NA
"XDOPO1uoLt19UpVvxQMU",7,"fcBA","reg","G1948",86,1.4792,1.49180399975251,NA
"XDOPO1uoLt19UpVvxQMU",7,"fcBA","reg","C1039",1,1.9602,1.10963625957721,NA
"XDOPO1uoLt19UpVvxQMU",7,"fcBA","reg","G2063",91,0.0162,-0.390834755471503,NA
"Hnfw3a5JlZoOX5ra3zUD",7,"fcCB","reg","C1039",35,0.845,-0.385427149343877,NA
"Hnfw3a5JlZoOX5ra3zUD",7,"fcCB","reg","G2063",85,0.045,-0.274788823437105,NA
"Hnfw3a5JlZoOX5ra3zUD",7,"fcCB","reg","C47",39,0.3042,-0.438635253729004,NA
"Hnfw3a5JlZoOX5ra3zUD",7,"fcCB","reg","M7949",87,1.5138,0.84105894318647,NA
"lmjZycGUGML2Cg7dVawT",7,"fcCB","reg","C1039",35,0.845,-0.385427149343877,NA
"lmjZycGUGML2Cg7dVawT",7,"fcCB","reg","G2063",74,0.1352,0.0886605886984031,NA
"lmjZycGUGML2Cg7dVawT",7,"fcCB","reg","C47",30,0.18,-0.691672881396937,NA
"lmjZycGUGML2Cg7dVawT",7,"fcCB","reg","M7949",80,1.28,0.427682955637259,NA
"h4VGMf94mmMvjWkSLlT1",7,"fcBA","reg","G1472",50,0.5,-0.416671996690171,NA
"h4VGMf94mmMvjWkSLlT1",7,"fcBA","reg","G1948",14,0.0392,-0.847819031494414,NA
"h4VGMf94mmMvjWkSLlT1",7,"fcBA","reg","C1039",6,1.7672,0.850895909934307,NA
"h4VGMf94mmMvjWkSLlT1",7,"fcBA","reg","G2063",96,0.00320000000000001,-0.443216599792585,NA
"H1ZWXyVtnQuMt6kjEf1X",7,"fcBA","reg","G1472",50,0.5,-0.416671996690171,NA
"H1ZWXyVtnQuMt6kjEf1X",7,"fcBA","reg","G1948",25,0.125,-0.708416492549285,NA
"H1ZWXyVtnQuMt6kjEf1X",7,"fcBA","reg","C1039",40,0.72,-0.553005096003792,NA
"H1ZWXyVtnQuMt6kjEf1X",7,"fcBA","reg","G2063",81,0.0722,-0.165189887626841,NA
"xerEAhCM3QCii740dMOT",7,"fcAE","reg","G1472",82,1.3448,1.39354699983101,NA
"xerEAhCM3QCii740dMOT",7,"fcAE","reg","G1948",77,1.1858,1.01510580713595,NA
"xerEAhCM3QCii740dMOT",7,"fcAE","reg","G2404",89,1.5842,0.764894710765684,NA
"BvKCMACzXtxloOwf0FNW",7,"fcBA","reg","G1472",88,1.5488,1.83067374615004,NA
"BvKCMACzXtxloOwf0FNW",7,"fcBA","reg","G1948",9,0.0162,-0.88518801046572,NA
"BvKCMACzXtxloOwf0FNW",7,"fcBA","reg","C1039",9,1.6562,0.702086693300303,NA
"BvKCMACzXtxloOwf0FNW",7,"fcBA","reg","G2063",95,0.00500000000000001,-0.435963729040435,NA
"pFp0W0oC9Ym2PNt90vzA",7,"fcBA","reg","G1472",50,0.5,-0.416671996690171,NA
"pFp0W0oC9Ym2PNt90vzA",7,"fcBA","reg","G1948",25,0.125,-0.708416492549285,NA
"pFp0W0oC9Ym2PNt90vzA",7,"fcBA","reg","C1039",33,0.8978,-0.31464222467473,NA
"pFp0W0oC9Ym2PNt90vzA",7,"fcBA","reg","G2063",75,0.125,0.0475609877695539,NA
"gYlhCVSj5pa1VFbFdicj",7,"fcDC","reg","C47",56,0.6272,0.219425565407407,NA
"gYlhCVSj5pa1VFbFdicj",7,"fcDC","reg","M7949",59,0.6962,-0.604519360578437,NA
"gYlhCVSj5pa1VFbFdicj",7,"fcDC","reg","G1920",74,0.1352,-0.797687576885124,NA
"gYlhCVSj5pa1VFbFdicj",7,"fcDC","reg","G2006",34,0.8712,0.188583289331339,NA
"umV9t8yhNwHqLYO7llmI",7,"fcAE","reg","G1472",63,0.7938,0.212876229135968,NA
"umV9t8yhNwHqLYO7llmI",7,"fcAE","reg","G1948",9,0.0162,-0.88518801046572,NA
"umV9t8yhNwHqLYO7llmI",7,"fcAE","reg","G2404",91,1.6562,0.908740414014969,NA
"RoIHSTba58R45QQst0Ei",7,"fcBA","reg","G1472",40,0.32,-0.802372066971672,NA
"RoIHSTba58R45QQst0Ei",7,"fcBA","reg","G1948",20,0.08,-0.781529712275752,NA
"RoIHSTba58R45QQst0Ei",7,"fcBA","reg","C1039",20,1.28,0.197744105032625,NA
"RoIHSTba58R45QQst0Ei",7,"fcBA","reg","G2063",60,0.32,0.833288652585786,NA
"l6WLNuf2HjJWGxOVFiYO",7,"fcBA","reg","G1472",34,0.2312,-0.992650768310546,NA
"l6WLNuf2HjJWGxOVFiYO",7,"fcBA","reg","G1948",72,1.0368,0.77301981293054,NA
"l6WLNuf2HjJWGxOVFiYO",7,"fcBA","reg","C1039",1,1.9602,1.10963625957721,NA
"l6WLNuf2HjJWGxOVFiYO",7,"fcBA","reg","G2063",75,0.125,0.0475609877695539,NA
"FbszVu1NkNjugVYIkYSq",7,"fcDC","reg","C47",55,0.605,0.174196617466762,NA
"FbszVu1NkNjugVYIkYSq",7,"fcDC","reg","M7949",85,1.445,0.719415367722887,NA
"FbszVu1NkNjugVYIkYSq",7,"fcDC","reg","G1920",21,1.2482,1.44104410546232,NA
"FbszVu1NkNjugVYIkYSq",7,"fcDC","reg","G2006",22,1.2168,0.877199894745363,NA
"T1UIoWXrP5y78tIapMW1",7,"fcCB","reg","C1039",33,0.8978,-0.31464222467473,NA
"T1UIoWXrP5y78tIapMW1",7,"fcCB","reg","G2063",88,0.0288,-0.340064660206454,NA
"T1UIoWXrP5y78tIapMW1",7,"fcCB","reg","C47",25,0.125,-0.803726581249886,NA
"T1UIoWXrP5y78tIapMW1",7,"fcCB","reg","M7949",85,1.445,0.719415367722887,NA
"azeC5Kk3x946Oj4L6HnU",7,"fcDC","reg","C47",25,0.125,-0.803726581249886,NA
"azeC5Kk3x946Oj4L6HnU",7,"fcDC","reg","M7949",20,0.08,-1.6940073140764,NA
"azeC5Kk3x946Oj4L6HnU",7,"fcDC","reg","G1920",62,0.2888,-0.488730536086771,NA
"azeC5Kk3x946Oj4L6HnU",7,"fcDC","reg","G2006",8,1.6928,1.82564174710958,NA
"hSH8uwdznJPF9W8CTA2w",7,"fcCB","reg","C1039",5,1.805,0.901571481004265,NA
"hSH8uwdznJPF9W8CTA2w",7,"fcCB","reg","G2063",100,0,-0.456110592240851,NA
"hSH8uwdznJPF9W8CTA2w",7,"fcCB","reg","C47",60,0.72,0.408490717159292,NA
"hSH8uwdznJPF9W8CTA2w",7,"fcCB","reg","M7949",95,1.805,1.35592244863699,NA
"XNnSYvWVz1rYeszmhtm8",7,"fcAE","reg","G1472",72,1.0368,0.733571324015994,NA
"XNnSYvWVz1rYeszmhtm8",7,"fcAE","reg","G1948",92,1.6928,1.83884808272081,NA
"XNnSYvWVz1rYeszmhtm8",7,"fcAE","reg","G2404",86,1.4792,0.555119726860477,NA
"djnf7XA2hqEFdcudafsh",7,"fcBA","reg","G1472",40,0.32,-0.802372066971672,NA
"djnf7XA2hqEFdcudafsh",7,"fcBA","reg","G1948",66,0.8712,0.503963164337143,NA
"djnf7XA2hqEFdcudafsh",7,"fcBA","reg","C1039",12,1.5488,0.558103721530104,NA
"djnf7XA2hqEFdcudafsh",7,"fcBA","reg","G2063",99,2e-04,-0.455304717712834,NA
"JZiTwihTC11GKlKM07IA",7,"fcBA","reg","G1472",52,0.5408,-0.329246647426364,NA
"JZiTwihTC11GKlKM07IA",7,"fcBA","reg","G1948",50,0.5,-0.0991396614953979,NA
"JZiTwihTC11GKlKM07IA",7,"fcBA","reg","C1039",98,0.000800000000000001,-1.51718156990627,NA
"JZiTwihTC11GKlKM07IA",7,"fcBA","reg","G2063",95,0.00500000000000001,-0.435963729040435,NA
"aknNulByQw7cFuH2L166",7,"fcED","reg","G2404",82,1.3448,0.286607747461813,NA
"aknNulByQw7cFuH2L166",7,"fcED","reg","G1920",61,0.3042,-0.457754374444227,NA
"aknNulByQw7cFuH2L166",7,"fcED","reg","G2006",85,0.045,-1.45764078298656,NA
"4LPIECoxgavG7Cw53W86",7,"fcED","reg","G2404",80,1.28,0.157146614537458,NA
"4LPIECoxgavG7Cw53W86",7,"fcED","reg","G1920",80,0.08,-0.908719013422032,NA
"4LPIECoxgavG7Cw53W86",7,"fcED","reg","G2006",50,0.5,-0.551041953520759,NA
"NHXjhF1eF9JpU0wnqdA1",7,"fcCB","reg","C1039",6,1.7672,0.850895909934307,NA
"NHXjhF1eF9JpU0wnqdA1",7,"fcCB","reg","G2063",92,0.0128,-0.404534622447786,NA
"NHXjhF1eF9JpU0wnqdA1",7,"fcCB","reg","C47",65,0.845,0.663158216825086,NA
"NHXjhF1eF9JpU0wnqdA1",7,"fcCB","reg","M7949",72,1.0368,-0.00231293902470992,NA
"XVKSRHtW04rytiBbw9ZG",7,"fcAE","reg","G1472",40,0.32,-0.802372066971672,NA
"XVKSRHtW04rytiBbw9ZG",7,"fcAE","reg","G1948",1,2e-04,-0.911183821924019,NA
"XVKSRHtW04rytiBbw9ZG",7,"fcAE","reg","G2404",85,1.445,0.486793017817067,NA
"DwsLORNs9ADEuzI6TZqL",7,"fcCB","reg","C1039",10,1.62,0.653556119947592,NA
"DwsLORNs9ADEuzI6TZqL",7,"fcCB","reg","G2063",88,0.0288,-0.340064660206454,NA
